sc_player_id,player_name_sc,team_name_sc,league,side
44445,César Nahuel Araújo Vilches,Orlando City,MLS,skillcorner
51550,Deybi Aldair Flores,Toronto FC,MLS,skillcorner
58946,Obed Gómez Vargas,Seattle Sounders,MLS,skillcorner
59045,Federico Redondo Solari,Club Internacional de Fútbol Miami,MLS,skillcorner
60796,Noah Eile,New York Red Bulls,MLS,skillcorner
61336,André Filipe Russo Franco,Chicago Fire,MLS,skillcorner
63280,Fernando Antonio Álvarez Amador,Montréal,MLS,skillcorner
66350,Nelson Daniel Palacio Ruiz,Real Salt Lake,MLS,skillcorner
66806,Adrián Alonso Martínez Batista,New York City FC,MLS,skillcorner
110472,Dagur Dan Thórhallsson,Orlando City,MLS,skillcorner
116527,Julián Fernández,New York City FC,MLS,skillcorner
124336,Jasper Löffelsend,San Diego FC,MLS,skillcorner
153170,Ali Ahmed,Vancouver Whitecaps FC,MLS,skillcorner
156079,Baltasar Luis Gallego Rodríguez,Club Internacional de Fútbol Miami,MLS,skillcorner
160364,Dennis Gjengaar,New York Red Bulls,MLS,skillcorner
162855,Jacen Russell-Rowe,Columbus Crew Soccer Club,MLS,skillcorner
166528,Alex Freeman,Orlando City,MLS,skillcorner
166529,Chris Donovan,Philadelphia Union,MLS,skillcorner
169272,Igor Jesus Lima,Los Angeles FC,MLS,skillcorner
180007,Belal Halbouni,Vancouver Whitecaps FC,MLS,skillcorner
184975,Boris Enow Takang,DC United,MLS,skillcorner
332774,Akil Watts,St. Louis City Soccer Club,MLS,skillcorner
332777,Joshua Yaro,St. Louis City Soccer Club,MLS,skillcorner
332778,Kyle Hiebert,St. Louis City Soccer Club,MLS,skillcorner
332868,Tanitoluwa Oluwaseyi,Minnesota United Football Club,MLS,skillcorner
332982,Benjamin Cremaschi,Club Internacional de Fútbol Miami,MLS,skillcorner
391120,Derek Dodson,DC United,MLS,skillcorner
574567,Nathan-Dylan Saliba,Montréal,MLS,skillcorner
581148,Patrick Agyemang,Charlotte FC,MLS,skillcorner
620927,Emeka Eneli,Real Salt Lake,MLS,skillcorner
628864,Nick Scardina,Charlotte FC,MLS,skillcorner
812190,Obafemi Awodesu,Houston Dynamo,MLS,skillcorner
813478,Garrison Tubbs,DC United,MLS,skillcorner
810551,Francisco Cortés Gracia,Levante UD,LaLiga,skillcorner
827021,Cordón Mancha David,Getafe CF,LaLiga,skillcorner
2083,Francisco José Sánchez Rodríguez,Burgos CF,LaLiga 2,skillcorner
10938,Joaquín Navarro Jiménez,RC Deportivo de La Coruña,LaLiga 2,skillcorner
13424,Alberto Rodríguez Baró,Real Zaragoza,LaLiga 2,skillcorner
23767,José Antonio Rodríguez Díaz,Albacete Balompie,LaLiga 2,skillcorner
24628,José Sánchez Martínez,Albacete Balompie,LaLiga 2,skillcorner
25913,Isaac Carcelén Valencia,Cadiz CF,LaLiga 2,skillcorner
26015,Victor Álvarez Rozada,UD Las Palmas,LaLiga 2,skillcorner
28931,Agustín Medina Delgado,Albacete Balompie,LaLiga 2,skillcorner
30889,Juan Diego Molina Martínez,RC Deportivo de La Coruña,LaLiga 2,skillcorner
30900,Ricardo Rodríguez Gil Carcedo,RC Deportivo de La Coruña,LaLiga 2,skillcorner
30900,Ricardo Rodríguez Gil Carcedo,Albacete Balompie,LaLiga 2,skillcorner
30901,José Raúl Gutiérrez Parejo,Real Zaragoza,LaLiga 2,skillcorner
31991,José Luis Zalazar Martínez,Agrupación Deportiva Ceuta FC,LaLiga 2,skillcorner
34485,Francisco Jesús Crespo García,UD Las Palmas,LaLiga 2,skillcorner
61683,Guilherme Borges Guedes,UD Almería,LaLiga 2,skillcorner
63346,Pedro Alejandro García Mejías,UD Las Palmas,LaLiga 2,skillcorner
63383,Alexander Petxarroman Eizaguirre,FC Andorra,LaLiga 2,skillcorner
69290,Javier Fernández Abruñedo,Cultural y Deportiva Leonesa,LaLiga 2,skillcorner
69310,Luis Miguel Cruz Hernández,RC Deportivo de La Coruña,LaLiga 2,skillcorner
70838,Francisco Sebastián Moyano Jiménez,Real Zaragoza,LaLiga 2,skillcorner
183562,Gonzalo Aguilar López,CD Leganés,LaLiga 2,skillcorner
184356,Malcom Abdulai Ares Djaló,SD Eibar,LaLiga 2,skillcorner
531584,Álvaro Pérez Campo,Cordoba CF,LaLiga 2,skillcorner
531718,Iñigo Sebastián Magaña,Sociedad Deportiva Huesca,LaLiga 2,skillcorner
759034,Iván San José Cantalejo,Real Valladolid,LaLiga 2,skillcorner
860346,Adrián Hernández Hernández,CD Mirandes,LaLiga 2,skillcorner
861974,Carlos Ruiz Rubio,Málaga CF,LaLiga 2,skillcorner
1019368,Sergio Martínez,Racing Santander,LaLiga 2,skillcorner
1019726,Alejandro Gomes  Furtado,Real Zaragoza,LaLiga 2,skillcorner
176523,Abdoulaye Niakhate N'Diaye,Parma,Serie A,skillcorner
