league,sc_player_id,player_name_sc,team_name_sc,best_sb_name,best_sb_team,best_sb_id,best_dist,same_team,common_tokens,sc_in_sb,sb_in_sc,sc_tokens,sb_tokens
LaLiga 2,42888,Alejandro Suárez Cardero,CD Mirandes,Alejandro Calvo,FC Andorra,386181,0.22286324786324785,FALSE,1,FALSE,FALSE,alejandro|suarez|cardero,alejandro|calvo
LaLiga 2,61683,Guilherme Borges Guedes,UD Almería,Guilherme Sousa Carvalho Fernandes,Real Valladolid,347958,0.24888948714497255,FALSE,1,FALSE,FALSE,guilherme|borges|guedes,guilherme|sousa|carvalho|fernandes
LaLiga 2,63346,Pedro Alejandro García Mejías,UD Las Palmas,Pedro Serna,Granada,39282,0.2986938349007315,FALSE,1,FALSE,FALSE,pedro|alejandro|garcia|mejias,pedro|serna
LaLiga 2,66228,Guillermo Bueno López,Real Valladolid,Guille Bueno,Real Valladolid,136328,0.22619047619047633,TRUE,1,FALSE,FALSE,guillermo|bueno|lopez,guille|bueno
LaLiga 2,69290,Javier Fernández Abruñedo,Cultural y Deportiva Leonesa,Javier Hernandez,Mirandés,405555,0.15416666666666667,FALSE,1,FALSE,FALSE,javier|fernandez|abrunedo,javier|hernandez
LaLiga 2,69310,Luis Miguel Cruz Hernández,RC Deportivo de La Coruña,Luismi Cruz,RC Deportivo La Coruña,159795,0.28321678321678323,FALSE,1,FALSE,FALSE,luis|miguel|cruz|hernandez,luismi|cruz
LaLiga 2,69346,Alejandro Meléndez Ruiz,Albacete Balompie,Alejandro Roldán,Albacete,406828,0.2078157349896481,TRUE,1,FALSE,FALSE,alejandro|melendez|ruiz,alejandro|roldan
LaLiga 2,69821,José Antonio Abad Martínez,Sociedad Deportiva Huesca,José Antonio Caro,Las Palmas,24920,0.18024132730015083,FALSE,2,FALSE,FALSE,jose|antonio|abad|martinez,jose|antonio|caro
LaLiga 2,69914,Dalisson De Almeida Leite,Cordoba CF,Daniel Esmorís Tasende,Real Zaragoza,299061,0.24826156299840527,FALSE,0,FALSE,FALSE,dalisson|almeida|leite,daniel|esmoris|tasende
LaLiga 2,70214,Ignacio Martín Gómez,Real Sporting de Gijón,Higinio Marín,Albacete,24482,0.2618881118881119,FALSE,0,FALSE,FALSE,ignacio|martin|gomez,higinio|marin
LaLiga 2,70523,Marvelous Antolín Garzón,CD Leganés,Marvel,Leganés,140421,0.25000000000000006,TRUE,0,FALSE,FALSE,marvelous|antolin|garzon,marvel
LaLiga 2,70530,Javier Villar del Fraile,Albacete Balompie,Javi Villar,Albacete,140431,0.2714646464646465,TRUE,1,FALSE,FALSE,javier|villar|fraile,javi|villar
LaLiga 2,70838,Francisco Sebastián Moyano Jiménez,Real Zaragoza,Francisco Montero,Málaga,21207,0.23774509803921579,FALSE,1,FALSE,FALSE,francisco|sebastian|moyano|jimenez,francisco|montero
LaLiga 2,75422,Daniel Lorenzo Guerrero,Málaga CF,Dani Lorenzo,Málaga,162322,0.21497584541062797,FALSE,1,FALSE,FALSE,daniel|lorenzo|guerrero,dani|lorenzo
LaLiga 2,97323,Javier Moreno Arrones Gil,Albacete Balompie,Xavier Moreno Hernández,Real Valladolid,318159,0.21323103154305217,FALSE,1,FALSE,FALSE,javier|moreno|arrones|gil,xavier|moreno|hernandez
LaLiga 2,183562,Gonzalo Aguilar López,CD Leganés,Gonzalo Melero,Leganés,11669,0.23214285714285726,TRUE,1,FALSE,FALSE,gonzalo|aguilar|lopez,gonzalo|melero
LaLiga 2,531556,Manuel Justo Román,Cultural y Deportiva Leonesa,Manu Justo,CyD Leonesa,320597,0.14814814814814825,FALSE,1,FALSE,FALSE,manuel|justo|roman,manu|justo
LaLiga 2,531718,Iñigo Sebastián Magaña,Sociedad Deportiva Huesca,Íñigo Sainz Maza,Racing Santander,42789,0.21049783549783557,FALSE,1,FALSE,FALSE,inigo|sebastian|magana,inigo|sainz|maza
LaLiga 2,647233,Thiago Helguera Merello Volante,CD Mirandes,Thiago Emanuel Helguera Merello,Mirandés,394211,0.2033054559936281,TRUE,3,FALSE,FALSE,thiago|helguera|merello|volante,thiago|emanuel|helguera|merello
LaLiga 2,666473,Daniel Requena Sánchez,Cordoba CF,Daniel Rodríguez Sánchez,Málaga,326863,0.21801346801346805,FALSE,2,FALSE,FALSE,daniel|requena|sanchez,daniel|rodriguez|sanchez
LaLiga 2,759034,Iván San José Cantalejo,Real Valladolid,Iván Alejo,Real Valladolid,6908,0.2917874396135266,TRUE,1,FALSE,FALSE,ivan|san|jose|cantalejo,ivan|alejo
LaLiga 2,759357,Rodrigo Suárez Marcos,Cultural y Deportiva Leonesa,Rodri Suárez,CyD Leonesa,80804,0.142857142857143,FALSE,1,FALSE,FALSE,rodrigo|suarez|marcos,rodri|suarez
LaLiga 2,860346,Adrián Hernández Hernández,CD Mirandes,Aridane Hernández,Almería,24212,0.25263951734539974,FALSE,1,FALSE,FALSE,adrian|hernandez|hernandez,aridane|hernandez
LaLiga 2,861974,Carlos Ruiz Rubio,Málaga CF,Carlos Guirao,Leganés,440180,0.21438365556012615,FALSE,1,FALSE,FALSE,carlos|ruiz|rubio,carlos|guirao
LaLiga 2,909044,Daniel Diaz Gándara,Real Sociedad San Sebastian B,Dani Díaz,Real Sociedad B,437517,0.17543859649122806,FALSE,1,FALSE,FALSE,daniel|diaz|gandara,dani|diaz
LaLiga 2,913754,Alvaro Miguel Garcia-Pascual,Cadiz CF,Álvaro García,CD Castellón,502405,0.2369420702754036,FALSE,1,FALSE,FALSE,alvaro|miguel|garciapascual,alvaro|garcia
LaLiga 2,1023973,Jorge Álvarez,Sociedad Deportiva Huesca,Sergio Álvarez,Eibar,13107,0.10103785103785118,FALSE,1,FALSE,FALSE,jorge|alvarez,sergio|alvarez
Serie A,16057,Domilson Cordeiro dos Santos,Fiorentina,Romano Floriani,Cremonese,89293,0.3384004884004884,FALSE,0,FALSE,FALSE,domilson|cordeiro|santos,romano|floriani
Turquía – Süper Lig,12008,Frederico Rodrigues de Paul Santos,Fenerbahce,Fred,Fenerbahçe,9904,0.29411764705882354,TRUE,0,FALSE,FALSE,frederico|rodrigues|paul|santos,fred
Turquía – Süper Lig,31221,Archibald Norman Brown,Fenerbahce,Archie Brown,Fenerbahçe,39444,0.2702020202020202,TRUE,1,FALSE,FALSE,archibald|norman|brown,archie|brown
Turquía – Süper Lig,35125,Anderson Souza Conceição,Fenerbahce,Janderson,Göztepe,392190,0.25925925925925924,FALSE,0,FALSE,FALSE,anderson|souza|conceicao,janderson
UEFA Europa League,31221,Archibald Norman Brown,Fenerbahce,Archie Brown,Fenerbahçe,39444,0.2702020202020202,TRUE,1,FALSE,FALSE,archibald|norman|brown,archie|brown
