league,sc_player_id,player_name_sc,player_name_sb,sb_player_id,team_name_sc
Colombia,301503,Jhon Jaider Vélez Carey,Harold Rivera,28812,Club Deportivo Junior FC
Colombia,301503,Jhon Jaider Vélez Carey,Lucas Monzón,43859,Club Deportivo Junior FC
Colombia,301503,Jhon Jaider Vélez Carey,Mauro Silveira,36501,Club Deportivo Junior FC
Colombia,424928,Mauricio  Gonzalez Carabal,Yimar Parra,522359,Deportes Tolima
Colombia,424928,Mauricio  Gonzalez Carabal,Victor Manuel Reyes Clavijo,464348,Deportes Tolima
Colombia,424928,Mauricio  Gonzalez Carabal,Yoimar Moreno,526115,Deportes Tolima
Colombia,424928,Mauricio  Gonzalez Carabal,Élan Ricardo,391769,Deportes Tolima
Colombia,424928,Mauricio  Gonzalez Carabal,Luis Miguel Marquines Preciado,130729,Deportes Tolima
Colombia,424928,Mauricio  Gonzalez Carabal,Michael Martínez,486479,Deportes Tolima
Colombia,424928,Mauricio  Gonzalez Carabal,Neto Volpi,27391,Deportes Tolima
Colombia,525233,Gonzalo Lencina,Yimar Parra,522359,Deportes Tolima
Colombia,525233,Gonzalo Lencina,Victor Manuel Reyes Clavijo,464348,Deportes Tolima
Colombia,525233,Gonzalo Lencina,Yoimar Moreno,526115,Deportes Tolima
Colombia,525233,Gonzalo Lencina,Élan Ricardo,391769,Deportes Tolima
Colombia,525233,Gonzalo Lencina,Luis Miguel Marquines Preciado,130729,Deportes Tolima
Colombia,525233,Gonzalo Lencina,Michael Martínez,486479,Deportes Tolima
Colombia,525233,Gonzalo Lencina,Neto Volpi,27391,Deportes Tolima
Colombia,526730,Brayan Stiven Carabali Bonilla,Geovanni Banguera,27378,AD Pasto
Colombia,526730,Brayan Stiven Carabali Bonilla,Hervin Goyes,484088,AD Pasto
Colombia,531855,Joseph Nicolás Árevalo Chaparro,Sebastián Viveros del Castillo,485369,Millonarios FC
Colombia,531855,Joseph Nicolás Árevalo Chaparro,Diego Novoa,27278,Millonarios FC
Colombia,531855,Joseph Nicolás Árevalo Chaparro,Christopher Martín,486309,Millonarios FC
Colombia,531855,Joseph Nicolás Árevalo Chaparro,David Mackalister Silva Mosquera,27062,Millonarios FC
Colombia,531855,Joseph Nicolás Árevalo Chaparro,Jorge Leguín Cabezas Hurtado,261627,Millonarios FC
Colombia,531855,Joseph Nicolás Árevalo Chaparro,Guillermo de Amores,45215,Millonarios FC
Colombia,569394,Freddy Espinal Espinal Valverde,Geovanni Banguera,27378,AD Pasto
Colombia,569394,Freddy Espinal Espinal Valverde,Hervin Goyes,484088,AD Pasto
Colombia,569394,Freddy Espinal Espinal Valverde,Juan Montoya,438044,Club Llaneros SA
Colombia,569394,Freddy Espinal Espinal Valverde,Néider Stiven Ospina Flórez,404791,Club Llaneros SA
Colombia,569394,Freddy Espinal Espinal Valverde,Alejandro Moralez,29076,Club Llaneros SA
Colombia,569394,Freddy Espinal Espinal Valverde,R.Romaña Garavito,462563,Club Llaneros SA
Colombia,569394,Freddy Espinal Espinal Valverde,Jhon Vásquez,27415,Club Llaneros SA
Colombia,569394,Freddy Espinal Espinal Valverde,Miguel Ortega,33371,Club Llaneros SA
Colombia,570603,Kevin Santiago Cortés Díaz,Yaliston Andrés Martínez Castilo,130270,Boyacá Chicó
Colombia,570603,Kevin Santiago Cortés Díaz,Rogerio Caicedo,37485,Boyacá Chicó
Colombia,570603,Kevin Santiago Cortés Díaz,Jacobo Pimentel,37478,Boyacá Chicó
Colombia,570603,Kevin Santiago Cortés Díaz,Jaime de Jesús Díaz Montes,188434,Boyacá Chicó
Colombia,570603,Kevin Santiago Cortés Díaz,Jhonny Alejandro Jordán Riascos,425033,Boyacá Chicó
Colombia,570603,Kevin Santiago Cortés Díaz,Emiliano Denis,36479,Boyacá Chicó
Colombia,591643,Juan David Arizala Micolta,Eder Chaux,27275,Independiente Medellin
Colombia,591643,Juan David Arizala Micolta,Gerónimo Mancilla Vidal,482883,Independiente Medellin
Colombia,591643,Juan David Arizala Micolta,Salvador Ichazo,22271,Independiente Medellin
Colombia,607105,Yael Andrés López Fuentes,Yaliston Andrés Martínez Castilo,130270,Boyacá Chicó
Colombia,607105,Yael Andrés López Fuentes,Rogerio Caicedo,37485,Boyacá Chicó
Colombia,607105,Yael Andrés López Fuentes,Jacobo Pimentel,37478,Boyacá Chicó
Colombia,607105,Yael Andrés López Fuentes,Jaime de Jesús Díaz Montes,188434,Boyacá Chicó
Colombia,607105,Yael Andrés López Fuentes,Jhonny Alejandro Jordán Riascos,425033,Boyacá Chicó
Colombia,607105,Yael Andrés López Fuentes,Emiliano Denis,36479,Boyacá Chicó
Colombia,659480,Jordan Andres Barrera Herrera,Joel Andrés Canchimbo Morales,440436,Club Deportivo Junior FC
Colombia,659480,Jordan Andres Barrera Herrera,Jefersson Martínez,27507,Club Deportivo Junior FC
Colombia,659480,Jordan Andres Barrera Herrera,Harold Rivera,28812,Club Deportivo Junior FC
Colombia,659480,Jordan Andres Barrera Herrera,Lucas Monzón,43859,Club Deportivo Junior FC
Colombia,659480,Jordan Andres Barrera Herrera,Mauro Silveira,36501,Club Deportivo Junior FC
Colombia,705126,Kevin Stiven Viveros Rodallega,Harlen Castillo,37574,Club Atlético Nacional
Colombia,705126,Kevin Stiven Viveros Rodallega,César Haydar,28938,Club Atlético Nacional
Colombia,705126,Kevin Stiven Viveros Rodallega,David Ospina,4276,Club Atlético Nacional
Colombia,707641,Yeferson Moreno Mosquera,Joel Andrés Canchimbo Morales,440436,Club Deportivo Junior FC
Colombia,707641,Yeferson Moreno Mosquera,Jefersson Martínez,27507,Club Deportivo Junior FC
Colombia,707641,Yeferson Moreno Mosquera,Harold Rivera,28812,Club Deportivo Junior FC
Colombia,707641,Yeferson Moreno Mosquera,Lucas Monzón,43859,Club Deportivo Junior FC
Colombia,707641,Yeferson Moreno Mosquera,Mauro Silveira,36501,Club Deportivo Junior FC
Colombia,727341,Joyce Esteban Ossa Rios,Geovanni Banguera,27378,AD Pasto
Colombia,727341,Joyce Esteban Ossa Rios,Hervin Goyes,484088,AD Pasto
Colombia,731057,Jorge Duván Mosquera Campaña,Juan Montoya,438044,Club Llaneros SA
Colombia,731057,Jorge Duván Mosquera Campaña,Néider Stiven Ospina Flórez,404791,Club Llaneros SA
Colombia,731057,Jorge Duván Mosquera Campaña,Alejandro Moralez,29076,Club Llaneros SA
Colombia,731057,Jorge Duván Mosquera Campaña,R.Romaña Garavito,462563,Club Llaneros SA
Colombia,731057,Jorge Duván Mosquera Campaña,Jhon Vásquez,27415,Club Llaneros SA
Colombia,731057,Jorge Duván Mosquera Campaña,Miguel Ortega,33371,Club Llaneros SA
Colombia,732816,Sander Andrés Navarro de la Cruz,Sebastián Viveros del Castillo,485369,Millonarios FC
Colombia,732816,Sander Andrés Navarro de la Cruz,Diego Novoa,27278,Millonarios FC
Colombia,732816,Sander Andrés Navarro de la Cruz,Christopher Martín,486309,Millonarios FC
Colombia,732816,Sander Andrés Navarro de la Cruz,David Mackalister Silva Mosquera,27062,Millonarios FC
Colombia,732816,Sander Andrés Navarro de la Cruz,Jorge Leguín Cabezas Hurtado,261627,Millonarios FC
Colombia,732816,Sander Andrés Navarro de la Cruz,Guillermo de Amores,45215,Millonarios FC
Colombia,732817,John Wilmar Arango Monsalve,Yaliston Andrés Martínez Castilo,130270,Boyacá Chicó
Colombia,732817,John Wilmar Arango Monsalve,Rogerio Caicedo,37485,Boyacá Chicó
Colombia,732817,John Wilmar Arango Monsalve,Jacobo Pimentel,37478,Boyacá Chicó
Colombia,732817,John Wilmar Arango Monsalve,Jaime de Jesús Díaz Montes,188434,Boyacá Chicó
Colombia,732817,John Wilmar Arango Monsalve,Jhonny Alejandro Jordán Riascos,425033,Boyacá Chicó
Colombia,732817,John Wilmar Arango Monsalve,Emiliano Denis,36479,Boyacá Chicó
Colombia,750212,John Wenceslao Melendez Murillo,Kilian David Toscano Bassa,277520,Independiente Santa Fe
Colombia,750212,John Wenceslao Melendez Murillo,M.Cuesta Palacios,483805,Independiente Santa Fe
Colombia,750212,John Wenceslao Melendez Murillo,Weibmar Banny Asprilla Mena,52299,Independiente Santa Fe
Colombia,773289,Bayron David Duarte Duarte,Aldair Quintana,27587,CA Bucaramanga
Colombia,773289,Bayron David Duarte Duarte,Felix Eduardo Charrupí Mina,379516,CA Bucaramanga
Colombia,773289,Bayron David Duarte Duarte,Luis Vásquez,35481,CA Bucaramanga
Colombia,773289,Bayron David Duarte Duarte,Gleyfer Medina,485276,CA Bucaramanga
Colombia,796858,Tomas David Molina Guzman,Kilian David Toscano Bassa,277520,Independiente Santa Fe
Colombia,796858,Tomas David Molina Guzman,M.Cuesta Palacios,483805,Independiente Santa Fe
Colombia,796858,Tomas David Molina Guzman,Weibmar Banny Asprilla Mena,52299,Independiente Santa Fe
Colombia,797078,Emilio Aristizabal Chavarriaga,David Esteban Ramírez Pïsciotti,119425,Fortaleza CEIF FC
Colombia,797078,Emilio Aristizabal Chavarriaga,Jhoiner Salas,423506,Fortaleza CEIF FC
Colombia,797078,Emilio Aristizabal Chavarriaga,Jhon Martínez,441295,Fortaleza CEIF FC
Colombia,797078,Emilio Aristizabal Chavarriaga,Andrés Amaya,27599,Fortaleza CEIF FC
Colombia,797078,Emilio Aristizabal Chavarriaga,Jhon Sebastian Palacios Sanchez,482811,Fortaleza CEIF FC
Colombia,797078,Emilio Aristizabal Chavarriaga,Jhon Jairo Velásquez,27379,Fortaleza CEIF FC
Colombia,797078,Emilio Aristizabal Chavarriaga,Andy Batioja,444227,Fortaleza CEIF FC
Colombia,809181,Anderson Mojica Palacios,Juan Montoya,438044,Club Llaneros SA
Colombia,809181,Anderson Mojica Palacios,Néider Stiven Ospina Flórez,404791,Club Llaneros SA
Colombia,809181,Anderson Mojica Palacios,Alejandro Moralez,29076,Club Llaneros SA
Colombia,809181,Anderson Mojica Palacios,R.Romaña Garavito,462563,Club Llaneros SA
Colombia,809181,Anderson Mojica Palacios,Jhon Vásquez,27415,Club Llaneros SA
Colombia,809181,Anderson Mojica Palacios,Miguel Ortega,33371,Club Llaneros SA
Colombia,809300,Sebastián Navarro Otalora,Luis Mina,437530,América de Cali
Colombia,809300,Sebastián Navarro Otalora,Bryan Esteban Correa Montenegro,413088,América de Cali
Colombia,809300,Sebastián Navarro Otalora,Kevin Angulo Angulo,474102,América de Cali
Colombia,809300,Sebastián Navarro Otalora,Nicolás Hernández,27471,América de Cali
Colombia,809300,Sebastián Navarro Otalora,Jorge Soto,36907,América de Cali
Colombia,809300,Sebastián Navarro Otalora,Adrián Ramos,24324,América de Cali
Colombia,809894,Andrés Alarcón Mendoza,Geovanni Banguera,27378,AD Pasto
Colombia,809894,Andrés Alarcón Mendoza,Hervin Goyes,484088,AD Pasto
Colombia,811185,Samy Jr. Merheg Enciso,Jared Rodriguez,530372,Deportivo Pereira
Colombia,811185,Samy Jr. Merheg Enciso,Ánderson Plata,28684,Deportivo Pereira
Colombia,811185,Samy Jr. Merheg Enciso,Jorge Eliécer Martínez Mosquera,484466,Deportivo Pereira
Colombia,811185,Samy Jr. Merheg Enciso,Luis Felipe Mosquera Paredes,249295,Deportivo Pereira
Colombia,811185,Samy Jr. Merheg Enciso,Calderon A.,528792,Deportivo Pereira
Colombia,811185,Samy Jr. Merheg Enciso,Sebastián Arbeláez,438675,Deportivo Pereira
Colombia,811185,Samy Jr. Merheg Enciso,Jhon Montoya,530371,Deportivo Pereira
Colombia,811185,Samy Jr. Merheg Enciso,Santiago Alzate,530370,Deportivo Pereira
Colombia,811185,Samy Jr. Merheg Enciso,Nicolas Rengifo,423012,Deportivo Pereira
Colombia,811185,Samy Jr. Merheg Enciso,Ederson Moreno,36151,Deportivo Pereira
Colombia,811185,Samy Jr. Merheg Enciso,Miguel Aguirre Angel,530366,Deportivo Pereira
Colombia,811185,Samy Jr. Merheg Enciso,Josseph Mosquera,530373,Deportivo Pereira
Colombia,811185,Samy Jr. Merheg Enciso,Yimy Gómez,36906,Deportivo Pereira
Colombia,812668,David Jerónimo Barrera Ramírez,David Esteban Ramírez Pïsciotti,119425,Fortaleza CEIF FC
Colombia,812668,David Jerónimo Barrera Ramírez,Jhoiner Salas,423506,Fortaleza CEIF FC
Colombia,812668,David Jerónimo Barrera Ramírez,Jhon Martínez,441295,Fortaleza CEIF FC
Colombia,812668,David Jerónimo Barrera Ramírez,Andrés Amaya,27599,Fortaleza CEIF FC
Colombia,812668,David Jerónimo Barrera Ramírez,Jhon Sebastian Palacios Sanchez,482811,Fortaleza CEIF FC
Colombia,812668,David Jerónimo Barrera Ramírez,Jhon Jairo Velásquez,27379,Fortaleza CEIF FC
Colombia,812668,David Jerónimo Barrera Ramírez,Andy Batioja,444227,Fortaleza CEIF FC
Colombia,817905,John Quinones,Yimar Parra,522359,Deportes Tolima
Colombia,817905,John Quinones,Victor Manuel Reyes Clavijo,464348,Deportes Tolima
Colombia,817905,John Quinones,Yoimar Moreno,526115,Deportes Tolima
Colombia,817905,John Quinones,Élan Ricardo,391769,Deportes Tolima
Colombia,817905,John Quinones,Luis Miguel Marquines Preciado,130729,Deportes Tolima
Colombia,817905,John Quinones,Michael Martínez,486479,Deportes Tolima
Colombia,817905,John Quinones,Neto Volpi,27391,Deportes Tolima
Colombia,969271,Royer Alejandro Caicedo Gonzalez,Harlen Castillo,37574,Club Atlético Nacional
Colombia,969271,Royer Alejandro Caicedo Gonzalez,César Haydar,28938,Club Atlético Nacional
Colombia,969271,Royer Alejandro Caicedo Gonzalez,David Ospina,4276,Club Atlético Nacional
Colombia,998676,Cristian Camilo Valencia Cifuentes,Juan Montoya,438044,Club Llaneros SA
Colombia,998676,Cristian Camilo Valencia Cifuentes,Néider Stiven Ospina Flórez,404791,Club Llaneros SA
Colombia,998676,Cristian Camilo Valencia Cifuentes,Alejandro Moralez,29076,Club Llaneros SA
Colombia,998676,Cristian Camilo Valencia Cifuentes,R.Romaña Garavito,462563,Club Llaneros SA
Colombia,998676,Cristian Camilo Valencia Cifuentes,Jhon Vásquez,27415,Club Llaneros SA
Colombia,998676,Cristian Camilo Valencia Cifuentes,Miguel Ortega,33371,Club Llaneros SA
Colombia,998683,Andrés Domingo López Pérez,Juan Montoya,438044,Club Llaneros SA
Colombia,998683,Andrés Domingo López Pérez,Néider Stiven Ospina Flórez,404791,Club Llaneros SA
Colombia,998683,Andrés Domingo López Pérez,Alejandro Moralez,29076,Club Llaneros SA
Colombia,998683,Andrés Domingo López Pérez,R.Romaña Garavito,462563,Club Llaneros SA
Colombia,998683,Andrés Domingo López Pérez,Jhon Vásquez,27415,Club Llaneros SA
Colombia,998683,Andrés Domingo López Pérez,Miguel Ortega,33371,Club Llaneros SA
Colombia,998691,Oscar Orlando Vega Herrera,Juan Montoya,438044,Club Llaneros SA
Colombia,998691,Oscar Orlando Vega Herrera,Néider Stiven Ospina Flórez,404791,Club Llaneros SA
Colombia,998691,Oscar Orlando Vega Herrera,Alejandro Moralez,29076,Club Llaneros SA
Colombia,998691,Oscar Orlando Vega Herrera,R.Romaña Garavito,462563,Club Llaneros SA
Colombia,998691,Oscar Orlando Vega Herrera,Jhon Vásquez,27415,Club Llaneros SA
Colombia,998691,Oscar Orlando Vega Herrera,Miguel Ortega,33371,Club Llaneros SA
Colombia,999616,Elian Osvaldo Peralta Villamayor,Yaliston Andrés Martínez Castilo,130270,Boyacá Chicó
Colombia,999616,Elian Osvaldo Peralta Villamayor,Rogerio Caicedo,37485,Boyacá Chicó
Colombia,999616,Elian Osvaldo Peralta Villamayor,Jacobo Pimentel,37478,Boyacá Chicó
Colombia,999616,Elian Osvaldo Peralta Villamayor,Jaime de Jesús Díaz Montes,188434,Boyacá Chicó
Colombia,999616,Elian Osvaldo Peralta Villamayor,Jhonny Alejandro Jordán Riascos,425033,Boyacá Chicó
Colombia,999616,Elian Osvaldo Peralta Villamayor,Emiliano Denis,36479,Boyacá Chicó
Colombia,1001834,Neiser Villarreal,Sebastián Viveros del Castillo,485369,Millonarios FC
Colombia,1001834,Neiser Villarreal,Diego Novoa,27278,Millonarios FC
Colombia,1001834,Neiser Villarreal,Christopher Martín,486309,Millonarios FC
Colombia,1001834,Neiser Villarreal,David Mackalister Silva Mosquera,27062,Millonarios FC
Colombia,1001834,Neiser Villarreal,Jorge Leguín Cabezas Hurtado,261627,Millonarios FC
Colombia,1001834,Neiser Villarreal,Guillermo de Amores,45215,Millonarios FC
Colombia,1018184,Yoshan Stiven Valois Murillo,Geovanni Banguera,27378,AD Pasto
Colombia,1018184,Yoshan Stiven Valois Murillo,Hervin Goyes,484088,AD Pasto
Colombia,1018339,Frank Matias Salas Loboa,Yaliston Andrés Martínez Castilo,130270,Boyacá Chicó
Colombia,1018339,Frank Matias Salas Loboa,Rogerio Caicedo,37485,Boyacá Chicó
Colombia,1018339,Frank Matias Salas Loboa,Jacobo Pimentel,37478,Boyacá Chicó
Colombia,1018339,Frank Matias Salas Loboa,Jaime de Jesús Díaz Montes,188434,Boyacá Chicó
Colombia,1018339,Frank Matias Salas Loboa,Jhonny Alejandro Jordán Riascos,425033,Boyacá Chicó
Colombia,1018339,Frank Matias Salas Loboa,Emiliano Denis,36479,Boyacá Chicó
Colombia,1022305,Samuel Martín Díaz,Sebastián Viveros del Castillo,485369,Millonarios FC
Colombia,1022305,Samuel Martín Díaz,Diego Novoa,27278,Millonarios FC
Colombia,1022305,Samuel Martín Díaz,Christopher Martín,486309,Millonarios FC
Colombia,1022305,Samuel Martín Díaz,David Mackalister Silva Mosquera,27062,Millonarios FC
Colombia,1022305,Samuel Martín Díaz,Jorge Leguín Cabezas Hurtado,261627,Millonarios FC
Colombia,1022305,Samuel Martín Díaz,Guillermo de Amores,45215,Millonarios FC
LaLiga 2,246,Adrián Embarba Blázquez,M. Perović,448846,UD Almería
LaLiga 2,246,Adrián Embarba Blázquez,Houssam Kounia Ait Tamlihat,534653,UD Almería
LaLiga 2,246,Adrián Embarba Blázquez,André Horta,12540,UD Almería
LaLiga 2,246,Adrián Embarba Blázquez,Gui,132476,UD Almería
LaLiga 2,246,Adrián Embarba Blázquez,Serge Patrick Njoh Soko,296257,UD Almería
LaLiga 2,246,Adrián Embarba Blázquez,Rodrigo Ely,6636,UD Almería
LaLiga 2,246,Adrián Embarba Blázquez,Lázaro,49392,UD Almería
LaLiga 2,246,Adrián Embarba Blázquez,Lucas Robertone,28666,UD Almería
LaLiga 2,246,Adrián Embarba Blázquez,Chumi,41407,UD Almería
LaLiga 2,246,Adrián Embarba Blázquez,Pedro Segura,464269,UD Almería
LaLiga 2,246,Adrián Embarba Blázquez,Adri Embarba,11539,UD Almería
LaLiga 2,246,Adrián Embarba Blázquez,Aridane Hernández,24212,UD Almería
LaLiga 2,246,Adrián Embarba Blázquez,Andrés Fernández,8697,UD Almería
LaLiga 2,2083,Francisco José Sánchez Rodríguez,Anderson Arroyo,37231,Burgos CF
LaLiga 2,2083,Francisco José Sánchez Rodríguez,Pablo Galdames,28639,Burgos CF
LaLiga 2,2083,Francisco José Sánchez Rodríguez,Saúl,299103,Burgos CF
LaLiga 2,2083,Francisco José Sánchez Rodríguez,Iván Chapela López,133159,Burgos CF
LaLiga 2,2083,Francisco José Sánchez Rodríguez,Ander Cantero,24510,Burgos CF
LaLiga 2,2083,Francisco José Sánchez Rodríguez,Brais Martínez Prado,172898,Burgos CF
LaLiga 2,2083,Francisco José Sánchez Rodríguez,Fermín García,419608,Burgos CF
LaLiga 2,2083,Francisco José Sánchez Rodríguez,Aitor Buñuel,27563,Burgos CF
LaLiga 2,2083,Francisco José Sánchez Rodríguez,Víctor Mollejo,23211,Burgos CF
LaLiga 2,2083,Francisco José Sánchez Rodríguez,Marcelo Expósito,140545,Burgos CF
LaLiga 2,2083,Francisco José Sánchez Rodríguez,Mateo Mejia,245348,Burgos CF
LaLiga 2,2083,Francisco José Sánchez Rodríguez,Curro Sánchez,30454,Burgos CF
LaLiga 2,2083,Francisco José Sánchez Rodríguez,Mario Cantero,407821,Burgos CF
LaLiga 2,2083,Francisco José Sánchez Rodríguez,Oier Luengo,133642,Burgos CF
LaLiga 2,10938,Joaquín Navarro Jiménez,Mohamed Bouldini,132469,RC Deportivo de La Coruña
LaLiga 2,10938,Joaquín Navarro Jiménez,Bil Dornol Nsongo Tonfack,532032,RC Deportivo de La Coruña
LaLiga 2,10938,Joaquín Navarro Jiménez,Stoichkov,24071,RC Deportivo de La Coruña
LaLiga 2,10938,Joaquín Navarro Jiménez,Rubén Durán,198020,RC Deportivo de La Coruña
LaLiga 2,10938,Joaquín Navarro Jiménez,Álvaro Fernández,25598,RC Deportivo de La Coruña
LaLiga 2,10938,Joaquín Navarro Jiménez,N.Collazo,535710,RC Deportivo de La Coruña
LaLiga 2,10938,Joaquín Navarro Jiménez,Ximo Navarro,6923,RC Deportivo de La Coruña
LaLiga 2,10938,Joaquín Navarro Jiménez,Cristian Herrera,24258,RC Deportivo de La Coruña
LaLiga 2,10938,Joaquín Navarro Jiménez,Riki Rodríguez,30487,RC Deportivo de La Coruña
LaLiga 2,10938,Joaquín Navarro Jiménez,Luismi Cruz,159795,RC Deportivo de La Coruña
LaLiga 2,10938,Joaquín Navarro Jiménez,Germán Parreño,34456,RC Deportivo de La Coruña
LaLiga 2,13424,Alberto Rodríguez Baró,Jawad El Yamiq,7459,Real Zaragoza
LaLiga 2,13424,Alberto Rodríguez Baró,Samed Baždar,122701,Real Zaragoza
LaLiga 2,13424,Alberto Rodríguez Baró,Nikola Čumić,27747,Real Zaragoza
LaLiga 2,13424,Alberto Rodríguez Baró,William Agada,135811,Real Zaragoza
LaLiga 2,13424,Alberto Rodríguez Baró,Sinan Bakış,8635,Real Zaragoza
LaLiga 2,13424,Alberto Rodríguez Baró,Adrián Rodríguez,36958,Real Zaragoza
LaLiga 2,13424,Alberto Rodríguez Baró,Esteban Andrada,27847,Real Zaragoza
LaLiga 2,13424,Alberto Rodríguez Baró,Hugo Pinilla,477824,Real Zaragoza
LaLiga 2,13424,Alberto Rodríguez Baró,Hugo Barrachina Diloy,424241,Real Zaragoza
LaLiga 2,13424,Alberto Rodríguez Baró,Ale Gomes,531512,Real Zaragoza
LaLiga 2,13424,Alberto Rodríguez Baró,Lucas Terrer,426480,Real Zaragoza
LaLiga 2,13424,Alberto Rodríguez Baró,Raúl Guti,24517,Real Zaragoza
LaLiga 2,13424,Alberto Rodríguez Baró,Ager Aketxe,6845,Real Zaragoza
LaLiga 2,13424,Alberto Rodríguez Baró,Tachi Rodríguez,30419,Real Zaragoza
LaLiga 2,13424,Alberto Rodríguez Baró,Sebas Moyano,40066,Real Zaragoza
LaLiga 2,13424,Alberto Rodríguez Baró,Pau Sans,374329,Real Zaragoza
LaLiga 2,23767,José Antonio Rodríguez Díaz,Samuel Obeng,30488,Albacete Balompie
LaLiga 2,23767,José Antonio Rodríguez Díaz,Alberto Morientes Palencia,458798,Albacete Balompie
LaLiga 2,23767,José Antonio Rodríguez Díaz,Javu Moreno,178580,Albacete Balompie
LaLiga 2,23767,José Antonio Rodríguez Díaz,Raúl Lizoáin,7905,Albacete Balompie
LaLiga 2,23767,José Antonio Rodríguez Díaz,San Bartolomé,42280,Albacete Balompie
LaLiga 2,23767,José Antonio Rodríguez Díaz,Lluís López,22919,Albacete Balompie
LaLiga 2,23767,José Antonio Rodríguez Díaz,Agus Medina,29970,Albacete Balompie
LaLiga 2,23767,José Antonio Rodríguez Díaz,Capi,396541,Albacete Balompie
LaLiga 2,23767,José Antonio Rodríguez Díaz,Riki Rodríguez,30487,Albacete Balompie
LaLiga 2,23767,José Antonio Rodríguez Díaz,Higinio Marín,24482,Albacete Balompie
LaLiga 2,23767,José Antonio Rodríguez Díaz,Antonio Puertas,24126,Albacete Balompie
LaLiga 2,23767,José Antonio Rodríguez Díaz,Álex Meléndez,174232,Albacete Balompie
LaLiga 2,23767,José Antonio Rodríguez Díaz,Pepe Sánchez,51824,Albacete Balompie
LaLiga 2,23767,José Antonio Rodríguez Díaz,Daniel Bernabéu García,458787,Albacete Balompie
LaLiga 2,23767,José Antonio Rodríguez Díaz,Joaquín Domingo,458786,Albacete Balompie
LaLiga 2,23767,José Antonio Rodríguez Díaz,Diego Mariño,23843,Albacete Balompie
LaLiga 2,24628,José Sánchez Martínez,Samuel Obeng,30488,Albacete Balompie
LaLiga 2,24628,José Sánchez Martínez,Alberto Morientes Palencia,458798,Albacete Balompie
LaLiga 2,24628,José Sánchez Martínez,Javu Moreno,178580,Albacete Balompie
LaLiga 2,24628,José Sánchez Martínez,Raúl Lizoáin,7905,Albacete Balompie
LaLiga 2,24628,José Sánchez Martínez,San Bartolomé,42280,Albacete Balompie
LaLiga 2,24628,José Sánchez Martínez,Lluís López,22919,Albacete Balompie
LaLiga 2,24628,José Sánchez Martínez,Agus Medina,29970,Albacete Balompie
LaLiga 2,24628,José Sánchez Martínez,Capi,396541,Albacete Balompie
LaLiga 2,24628,José Sánchez Martínez,Riki Rodríguez,30487,Albacete Balompie
LaLiga 2,24628,José Sánchez Martínez,Higinio Marín,24482,Albacete Balompie
LaLiga 2,24628,José Sánchez Martínez,Antonio Puertas,24126,Albacete Balompie
LaLiga 2,24628,José Sánchez Martínez,Álex Meléndez,174232,Albacete Balompie
LaLiga 2,24628,José Sánchez Martínez,Pepe Sánchez,51824,Albacete Balompie
LaLiga 2,24628,José Sánchez Martínez,Daniel Bernabéu García,458787,Albacete Balompie
LaLiga 2,24628,José Sánchez Martínez,Joaquín Domingo,458786,Albacete Balompie
LaLiga 2,24628,José Sánchez Martínez,Diego Mariño,23843,Albacete Balompie
LaLiga 2,25764,Marcos André de Sousa Mendonça,Mohamed Jaouab,404556,Real Valladolid
LaLiga 2,25764,Marcos André de Sousa Mendonça,Vegard Østraat Erlien,32000,Real Valladolid
LaLiga 2,25764,Marcos André de Sousa Mendonça,Tamás Nikitscher,431940,Real Valladolid
LaLiga 2,25764,Marcos André de Sousa Mendonça,Noah Ohio,80624,Real Valladolid
LaLiga 2,25764,Marcos André de Sousa Mendonça,Clément Michelin,4415,Real Valladolid
LaLiga 2,25764,Marcos André de Sousa Mendonça,Ibrahim Alani,476247,Real Valladolid
LaLiga 2,25764,Marcos André de Sousa Mendonça,Guilherme Sousa Carvalho Fernandes,347958,Real Valladolid
LaLiga 2,25764,Marcos André de Sousa Mendonça,L.Sanseviero Pérez,428406,Real Valladolid
LaLiga 2,25764,Marcos André de Sousa Mendonça,Maranhão,31235,Real Valladolid
LaLiga 2,25764,Marcos André de Sousa Mendonça,Adrián Arnuncio,420312,Real Valladolid
LaLiga 2,25764,Marcos André de Sousa Mendonça,Javier Sánchez,21225,Real Valladolid
LaLiga 2,25764,Marcos André de Sousa Mendonça,Chuky San José,409104,Real Valladolid
LaLiga 2,25764,Marcos André de Sousa Mendonça,Mario Maroto,395586,Real Valladolid
LaLiga 2,25764,Marcos André de Sousa Mendonça,Jorge Delgado,487580,Real Valladolid
LaLiga 2,25764,Marcos André de Sousa Mendonça,Álvaro Aceves,296955,Real Valladolid
LaLiga 2,25764,Marcos André de Sousa Mendonça,Mario Dominguez Carriles,532716,Real Valladolid
LaLiga 2,25764,Marcos André de Sousa Mendonça,Xavier Moreno Hernández,318159,Real Valladolid
LaLiga 2,25764,Marcos André de Sousa Mendonça,Carlos Clerc,23948,Real Valladolid
LaLiga 2,25764,Marcos André de Sousa Mendonça,Trilli,172514,Real Valladolid
LaLiga 2,26015,Victor Álvarez Rozada,Edward Edier Cedeño Guerrel,408247,UD Las Palmas
LaLiga 2,26015,Victor Álvarez Rozada,Dinko Horkaš,41670,UD Las Palmas
LaLiga 2,26015,Victor Álvarez Rozada,Nicolás Benedetti,27356,UD Las Palmas
