sb_player_id,player_name_sb,team_name_sb,sc_player_id,player_name_sc,team_name_sc,match_type,league
115623,Daniel Aguirre,Guadalajara,57237,Daniel Aguirre,Club Deportivo Guadalajara,p1_exact_name_team,Liga MX
16259,Marco Farfán,Tigres UANL,27193,Marco Farfán,Club de Fútbol Tigres de la UNAL,p1_exact_name_team,Liga MX
30538,Richard Ledezma,Guadalajara,26638,Richard Ledezma,Club Deportivo Guadalajara,p1_exact_name_team,Liga MX
439405,Jean Unjanque,Querétaro,857701,Jean Unjanque,Querétaro Fútbol Club,p1_exact_name_team,Liga MX
8357,Oussama Idrissi,Pachuca,8290,Oussama Idrissi,Club de Fútbol Pachuca,p1_exact_name_team,Liga MX
3517,Aaron Ramsey,Pumas UNAM,95,Aaron Ramsey,Club Universidad Nacional,p1_exact_name_team,Liga MX
31455,Shamar Nicholson,Tijuana,16910,Shamar Nicholson,Xoloitcuintles Club Tijuana,p1_exact_name_team,Liga MX
20041,André-Pierre Gignac,Tigres UANL,754,André-Pierre Gignac,Club de Fútbol Tigres de la UNAL,p1_exact_name_team,Liga MX
3016,Allan Saint-Maximin,América,616,Allan Saint-Maximin,Club América,p1_exact_name_team,Liga MX
20039,Anthony Martial,Monterrey,921,Anthony Martial,Club de Fútbol Monterrey,p1_exact_name_team,Liga MX
89887,Diber Armando Cambindo Abonia,León,43847,Diber Armando Cambindo Abonia,Club Social y Deportivo León,p1_exact_name_team,Liga MX
132043,Kevin Alexander Palacios Salazar,Santos Laguna,66442,Kevin Alexander Palacios Salazar,Club Santos Laguna,p1_exact_name_team,Liga MX
48870,Moises Castillo Mosquera,Juárez,33699,Moisés Castillo Mosquera,FC Juárez,p1_exact_name_team,Liga MX
276020,José Raúl Zúñiga Murillo,América,502999,José Raúl Zúñiga Murillo,Club América,p1_exact_name_team,Liga MX
252709,Daniel Felipe Arcila Rojas,León,171340,Daniel Felipe Arcila Rojas,Club Social y Deportivo León,p1_exact_name_team,Liga MX
27234,Christian Hernando Rivera Cuéllar,Pachuca,34833,Christian Hernando Rivera Cuéllar,Club de Fútbol Pachuca,p1_exact_name_team,Liga MX
62800,Edgar Andrés Guerra Hernández,Puebla,39014,Edgar Andrés Guerra Hernández,Club de Fútbol Puebla de la Franja,p1_exact_name_team,Liga MX
89887,Diber Armando Cambindo Abonia,Necaxa,43847,Diber Armando Cambindo Abonia,Rayos de Necaxa,p1_exact_name_team,Liga MX
189420,Johan Rojas Echavarría,Necaxa,115050,Johan Rojas Echavarría,Rayos de Necaxa,p1_exact_name_team,Liga MX
29424,Mateo Klimowicz,Atlético San Luis,25509,Mateo Klimowicz,Atlético de San Luis,p1_exact_name_team,Liga MX
23899,Frank Boya,Tijuana,14760,Frank Boya,Xoloitcuintles Club Tijuana,p1_exact_name_team,Liga MX
234320,Nicolas Fonseca,León,127576,Nicolás Fonseca,Club Social y Deportivo León,p1_exact_name_team,Liga MX
140320,Franco Misael Fagúndez Rosa,Santos Laguna,70950,Franco Misael Fagúndez Rosa,Club Santos Laguna,p1_exact_name_team,Liga MX
236946,Anderson Nathael Duarte da Silva,Mazatlán,149785,Anderson Nathael Duarte da Silva,Mazatlán FC,p1_exact_name_team,Liga MX
123360,Santiago Damián Homenchenko Bianchi,Querétaro,71059,Santiago Damian Homenchenko Bianchi,Querétaro Fútbol Club,p1_exact_name_team,Liga MX
365870,Valentín Gauthier Pereira Brasil,León,824695,Valentín Gauthier Pereira Brasil,Club Social y Deportivo León,p1_exact_name_team,Liga MX
236946,Anderson Nathael Duarte da Silva,Atlético San Luis,149785,Anderson Nathael Duarte da Silva,Atlético de San Luis,p1_exact_name_team,Liga MX
365447,Pablo Ariel Gamarra González,Puebla,301761,Pablo Ariel Gamarra González,Club de Fútbol Puebla de la Franja,p1_exact_name_team,Liga MX
133777,Diego Luis González Alcaráz,Atlas,69751,Diego Luis González Alcaraz,Club de Fútbol Atlas,p1_exact_name_team,Liga MX
87434,Robert Osmar Morales Benítez,Toluca,43787,Robert Osmar Morales Benítez,Deportivo Toluca Fútbol Club,p1_exact_name_team,Liga MX
275585,Miguel Alonso García Álvarez,Atlético San Luis,775424,Miguel Alonso García Álvarez,Atlético de San Luis,p1_exact_name_team,Liga MX
75948,Luis Gabriel Rey Mejía,Puebla,36173,Luis Gabriel Rey Mejía,Club de Fútbol Puebla de la Franja,p1_exact_name_team,Liga MX
132486,Pavel Uriel Pérez Hernández,Necaxa,63265,Pavel Uriel Pérez Hernández,Rayos de Necaxa,p1_exact_name_team,Liga MX
110302,Ángel Manuel Robles Guerrero,Puebla,63234,Ángel Manuel Robles Guerrero,Club de Fútbol Puebla de la Franja,p1_exact_name_team,Liga MX
275853,Daniel Moisés Guillén Moreno,Atlético San Luis,775664,Daniel Moisés Guillén Moreno,Atlético de San Luis,p1_exact_name_team,Liga MX
533253,Germán Enrique Padilla Zúñiga,Tijuana,1035513,Germán Enrique Padilla Zúñiga,Xoloitcuintles Club Tijuana,p1_exact_name_team,Liga MX
131320,Luis Ronaldo Nájera Reyna,Atlético San Luis,63272,Luis Ronaldo Nájera Reyna,Atlético de San Luis,p1_exact_name_team,Liga MX
399978,Pablo Nicolás Ortíz Orozco,Tijuana,696502,Pablo Nicolás Ortíz Orozco,Xoloitcuintles Club Tijuana,p1_exact_name_team,Liga MX
92574,Salvador Rodríguez Morales,Mazatlán,42682,Salvador Rodríguez Morales,Mazatlán FC,p1_exact_name_team,Liga MX
359711,Sebastián Emiliano Fierro González,Mazatlán,504239,Sebastián Emiliano Fierro González,Mazatlán FC,p1_exact_name_team,Liga MX
330800,Fernando González Peña,Querétaro,978231,Fernando González Peña,Querétaro Fútbol Club,p1_exact_name_team,Liga MX
28540,Omar Israel Mendoza Martín,Querétaro,23376,Omar Israel Mendoza Martín,Querétaro Fútbol Club,p1_exact_name_team,Liga MX
427772,Jonathan Geovanni Pérez Sánchez,Santos Laguna,813287,Jonathan Geovanni Pérez Sánchez,Club Santos Laguna,p1_exact_name_team,Liga MX
135200,Alán Ernesto Bautista Gutiérrez,Pachuca,63483,Alán Ernesto Bautista Gutiérrez,Club de Fútbol Pachuca,p1_exact_name_team,Liga MX
298594,Carlos Adrián Sánchez Nava,Pachuca,775356,Carlos Adrián Sánchez Nava,Club de Fútbol Pachuca,p1_exact_name_team,Liga MX
359970,Luis Fernando Puente Prado,Pachuca,839070,Luis Fernando Puente Prado,Club de Fútbol Pachuca,p1_exact_name_team,Liga MX
360975,Omar Fernando Moreno Villegas,Mazatlán,509642,Omar Fernando Moreno Villegas,Mazatlán FC,p1_exact_name_team,Liga MX
275842,Aaron Mejía Montoya,Tijuana,695181,Aarón Mejía Montoya,Xoloitcuintles Club Tijuana,p1_exact_name_team,Liga MX
80765,Jesús Alan Vega Grijalva,Tijuana,42681,Jesús Alán Vega Grijalva,Xoloitcuintles Club Tijuana,p1_exact_name_team,Liga MX
389205,Ramiro Árciga Zárate,Tijuana,607885,Ramiro Árciga Zárate,Xoloitcuintles Club Tijuana,p1_exact_name_team,Liga MX
274864,Paul Bellón Saracho,León,170052,Paul Bellón Saracho,Club Social y Deportivo León,p1_exact_name_team,Liga MX
142739,Ettson Ayon Calderón,León,69263,Ettson Ayón Calderón,Club Social y Deportivo León,p1_exact_name_team,Liga MX
362325,Sebastián Santos Rosales,León,175651,Sebastián Santos Rosales,Club Social y Deportivo León,p1_exact_name_team,Liga MX
276101,Juan Pablo Domínguez Chonteco,León,502176,Juan Pablo Domínguez Chonteco,Club Social y Deportivo León,p1_exact_name_team,Liga MX
359971,Gael García Bernal,León,287978,Gael García Bernal,Club Social y Deportivo León,p1_exact_name_team,Liga MX
131162,José Juan García Manríquez,Juárez,63229,José Juan García Manríquez,FC Juárez,p1_exact_name_team,Liga MX
427773,Luis Ángel Gómez Bernal,Santos Laguna,813288,Luis Ángel Gómez Bernal,Club Santos Laguna,p1_exact_name_team,Liga MX
365522,Kevin Oswaldo Picón Álvarez,Santos Laguna,287977,Kevin Oswaldo Picón Álvarez,Club Santos Laguna,p1_exact_name_team,Liga MX
322426,Ari Efraín Contreras Cruz,Pachuca,259059,Ari Efraín Contreras Cruz,Club de Fútbol Pachuca,p1_exact_name_team,Liga MX
400659,Alexei Domínguez Figueroa,Pachuca,702807,Alexei Domínguez Figueroa,Club de Fútbol Pachuca,p1_exact_name_team,Liga MX
130977,Brian Alberto García Carpizo,Pachuca,63226,Brian Alberto García Carpizo,Club de Fútbol Pachuca,p1_exact_name_team,Liga MX
52290,Daniel Alonso Aceves Patiño,Pachuca,36343,Daniel Alonso Aceves Patiño,Club de Fútbol Pachuca,p1_exact_name_team,Liga MX
198802,Pedro Pedraza Reyna,Pachuca,118071,Pedro Pedraza Reyna,Club de Fútbol Pachuca,p1_exact_name_team,Liga MX
52292,Israel Luna López,Pachuca,36338,Israel Luna López,Club de Fútbol Pachuca,p1_exact_name_team,Liga MX
330534,Ralph Orquin,América,291069,Ralph Orquin,Club América,p1_exact_name_team,Liga MX
337757,Miguel Ángel Vázquez García,América,329102,Miguel Ángel Vázquez García,Club América,p1_exact_name_team,Liga MX
184501,Eduardo Alonso Armenta Palma,Querétaro,103032,Eduardo Alonso Armenta Palma,Querétaro Fútbol Club,p1_exact_name_team,Liga MX
408311,Jesús Antonio Arellano Camacho,Querétaro,870898,Jesús Antonio Arellano Camacho,Querétaro Fútbol Club,p1_exact_name_team,Liga MX
337616,Óscar Gibram Manzanarez Pérez,Querétaro,324059,Óscar Gibram Manzanarez Pérez,Querétaro Fútbol Club,p1_exact_name_team,Liga MX
82748,Bruce El-mesmari Sangochian,Querétaro,42694,Bruce El-Mesmari Sangochian,Querétaro Fútbol Club,p1_exact_name_team,Liga MX
76239,Jesús Fernando Piñuelas Sandoval,Querétaro,36256,Jesús Fernando Piñuelas Sandoval,Querétaro Fútbol Club,p1_exact_name_team,Liga MX
78108,Ali  Ávila Vega,Querétaro,287975,Ali Ávila Vega,Querétaro Fútbol Club,p1_exact_name_team,Liga MX
76084,Christian Eduardo Castillo Leyva,Tijuana,36245,Christian Eduardo Castillo Leyva,Xoloitcuintles Club Tijuana,p1_exact_name_team,Liga MX
241323,Gilberto Rafael Mora Zambrano,Tijuana,865585,Gilberto Rafael Mora Zambrano,Xoloitcuintles Club Tijuana,p1_exact_name_team,Liga MX
296106,Rafael Eduardo Fernández Inzunza,Tijuana,182425,Rafael Eduardo Fernández Inzunza,Xoloitcuintles Club Tijuana,p1_exact_name_team,Liga MX
275687,Iván Oswaldo Tona Olmeda,Tijuana,502793,Iván Oswaldo Tona Olmeda,Xoloitcuintles Club Tijuana,p1_exact_name_team,Liga MX
390511,Jonathan Yael Padilla Sandoval,Guadalajara,616829,Jonathan Yael Padilla Sandoval,Club Deportivo Guadalajara,p1_exact_name_team,Liga MX
206302,Miguel Alejandro Gómez Ortiz,Guadalajara,123457,Miguel Alejandro Gómez Ortiz,Club Deportivo Guadalajara,p1_exact_name_team,Liga MX
274998,Diego Campillo Del Campo,Guadalajara,707929,Diego Campillo Del Campo,Club Deportivo Guadalajara,p1_exact_name_team,Liga MX
23736,Efraín Álvarez,Guadalajara,36532,Efraín Álvarez,Club Deportivo Guadalajara,p1_exact_name_team,Liga MX
327343,Armando González Alba,Guadalajara,794762,Armando González Alba,Club Deportivo Guadalajara,p1_exact_name_team,Liga MX
147964,Teun Sebastián Ángel Wilke Braams,Guadalajara,203260,Teun Sebastián Ángel Wilke Braams,Club Deportivo Guadalajara,p1_exact_name_team,Liga MX
3058,Javier Hernández Balcázar,Guadalajara,4809,Javier Hernández Balcázar,Club Deportivo Guadalajara,p1_exact_name_team,Liga MX
75536,Omar Antonio Campos Chagoya,Cruz Azul,36142,Omar Antonio Campos Chagoya,Cruz Azul Fútbol Club,p1_exact_name_team,Liga MX
403897,Amaury Morales Rosas,Cruz Azul,750294,Amaury Morales Rosas,Cruz Azul Fútbol Club,p1_exact_name_team,Liga MX
76790,Jahaziel Marchand Herrera,Atlético San Luis,36108,Jahaziel Marchand Herrera,Atlético de San Luis,p1_exact_name_team,Liga MX
367199,Román Torres Acosta,Atlético San Luis,287979,Román Torres Acosta,Atlético de San Luis,p1_exact_name_team,Liga MX
399888,José Javier Suárez Belisario,Atlético San Luis,695936,José Javier Suárez Belisario,Atlético de San Luis,p1_exact_name_team,Liga MX
182089,Sebastián Pérez Bouquet Pérez,Atlético San Luis,100796,Sebastián Pérez Bouquet Pérez,Atlético de San Luis,p1_exact_name_team,Liga MX
26327,Julio César Domínguez Juárez,Atlético San Luis,23374,Julio César Domínguez Juárez,Atlético de San Luis,p1_exact_name_team,Liga MX
359504,Eduardo Águila Castro,Atlético San Luis,502179,Eduardo Águila Castro,Atlético de San Luis,p1_exact_name_team,Liga MX
75305,Guillermo Martínez Ayala,Pumas UNAM,36281,Guillermo Martínez Ayala,Club Universidad Nacional,p1_exact_name_team,Liga MX
136926,Pablo Bennevendo Peña,Pumas UNAM,67994,Pablo Bennevendo Peña,Club Universidad Nacional,p1_exact_name_team,Liga MX
275441,Rodrigo López Quiñones,Pumas UNAM,170328,Rodrigo López Quiñones,Club Universidad Nacional,p1_exact_name_team,Liga MX
463885,Ángel Amhed Azuaje García,Pumas UNAM,1000679,Ángel Amhed Azuaje García,Club Universidad Nacional,p1_exact_name_team,Liga MX
183000,Santiago Trigos Nava,Pumas UNAM,107647,Santiago Trigos Nava,Club Universidad Nacional,p1_exact_name_team,Liga MX
399885,Jose Rodrigo Pachuca Martinez,Puebla,695939,José Rodrigo Pachuca Martínez,Club de Fútbol Puebla de la Franja,p1_exact_name_team,Liga MX
131316,Raúl Iram Castillo González,Puebla,63263,Raúl Iram Castillo González,Club de Fútbol Puebla de la Franja,p1_exact_name_team,Liga MX
391381,Miguel Ramírez Pérez,Puebla,624897,Miguel Ramírez Pérez,Club de Fútbol Puebla de la Franja,p1_exact_name_team,Liga MX
406131,Owen de Jesús González Ojeda,Puebla,738170,Owen De Jesús  González Ojeda,Club de Fútbol Puebla de la Franja,p1_exact_name_team,Liga MX
276113,Fernando Monárrez Ochoa,Puebla,775573,Fernando Monárrez Ochoa,Club de Fútbol Puebla de la Franja,p1_exact_name_team,Liga MX
274941,Carlos Alberto Baltazar Agraz,Puebla,548322,Carlos Alberto Baltazar Agraz,Club de Fútbol Puebla de la Franja,p1_exact_name_team,Liga MX
292491,Rogelio Cortéz Pineda,Necaxa,180023,Rogelio Cortéz Pineda,Rayos de Necaxa,p1_exact_name_team,Liga MX
57938,Emilio Martínez González,Necaxa,36303,Emilio Martínez González,Rayos de Necaxa,p1_exact_name_team,Liga MX
75131,Gaddi Axel Aguirre Ledesma,Atlas,23255,Gaddi Axel Aguirre Ledesma,Club de Fútbol Atlas,p1_exact_name_team,Liga MX
209169,Alonso Ramírez Jiménez,Atlas,124941,Alonso Ramírez Jiménez,Club de Fútbol Atlas,p1_exact_name_team,Liga MX
77115,Jorge Alejandro Rodríguez Hernández,Atlas,36224,Jorge Alejandro Rodríguez Hernández,Club de Fútbol Atlas,p1_exact_name_team,Liga MX
404015,Víctor Hugo Ríos de Alba,Atlas,739008,Víctor Hugo Ríos De Alba,Club de Fútbol Atlas,p1_exact_name_team,Liga MX
57758,Luca Leovino Martínez Dupuy,Juárez,36649,Luca Leovino Martínez Dupuy,FC Juárez,p1_exact_name_team,Liga MX
220794,Denzell Arturo García Bojorquez,Juárez,130423,Denzell Arturo García Bojorquez,FC Juárez,p1_exact_name_team,Liga MX
401074,Iker Jareth Fimbres Ochoa,Monterrey,706374,Iker Jareth Fimbres Ochoa,Club de Fútbol Monterrey,p1_exact_name_team,Liga MX
28764,Germán Berterame,Monterrey,36252,Germán Berterame,Club de Fútbol Monterrey,p1_exact_name_team,Liga MX
5985,Jesús Manuel Corona Ruíz,Monterrey,4992,Jesús Manuel Corona Ruíz,Club de Fútbol Monterrey,p1_exact_name_team,Liga MX
32979,Fidel Daniel Ambríz González,Monterrey,34797,Fidel Daniel Ambríz González,Club de Fútbol Monterrey,p1_exact_name_team,Liga MX
52290,Daniel Alonso Aceves Patiño,Monterrey,36343,Daniel Alonso Aceves Patiño,Club de Fútbol Monterrey,p1_exact_name_team,Liga MX
136587,Rafael Guerrero Ramirez,Tigres UANL,67775,Rafael Guerrero Ramírez,Club de Fútbol Tigres de la UNAL,p1_exact_name_team,Liga MX
69030,Jesús Ángel Garza García,Tigres UANL,63248,Jesús Ángel Garza García,Club de Fútbol Tigres de la UNAL,p1_exact_name_team,Liga MX
276101,Juan Pablo Domínguez Chonteco,Toluca,502176,Juan Pablo Domínguez Chonteco,Deportivo Toluca Fútbol Club,p1_exact_name_team,Liga MX
45151,Bruno Barticciotto Di Bartolo,Santos Laguna,38593,Bruno Barticciotto Di Bartolo,Club Santos Laguna,p1_exact_name_team,Liga MX
44448,Angelo Giovanni Araos Llanos,Puebla,31823,Ángelo Giovanni Araos Llanos,Club de Fútbol Puebla de la Franja,p1_exact_name_team,Liga MX
42545,Mateusz Bogusz,Cruz Azul,28934,Mateusz Bogusz,Cruz Azul Fútbol Club,p1_exact_name_team,Liga MX
33113,Facundo Ezequiel Almada,Mazatlán,26474,Facundo Ezequiel Almada,Mazatlán FC,p1_exact_name_team,Liga MX
284006,Javier Nicolás Vallejo,León,175110,Javier Nicolás Vallejo,Club Social y Deportivo León,p1_exact_name_team,Liga MX
29587,Ezequiel Eduardo Bullaude,Tijuana,28552,Ezequiel Eduardo Bullaude,Xoloitcuintles Club Tijuana,p1_exact_name_team,Liga MX
424910,Juan Manuel Fedorco,Puebla,810344,Juan Manuel  Fedorco,Club de Fútbol Puebla de la Franja,p1_exact_name_team,Liga MX
147298,Tomás Jacob,Necaxa,70724,Tomás Jacob,Rayos de Necaxa,p1_exact_name_team,Liga MX
29051,Jorge Agustín Rodríguez,Monterrey,28657,Jorge Agustín Rodríguez,Club de Fútbol Monterrey,p1_exact_name_team,Liga MX
52104,Franco Agustín Romero,Toluca,35558,Franco Agustin Romero,Deportivo Toluca Fútbol Club,p1_exact_name_team,Liga MX
56516,Santiago Simón,Toluca,36836,Santiago Simón,Deportivo Toluca Fútbol Club,p1_exact_name_team,Liga MX
464561,Christopher Ramírez,Mazatlán,1000904,Christopher Paul Castro Ramírez,Mazatlán FC,p3_token_same_team,Liga MX
181730,Diego Gómez,Necaxa,100111,Diego Esaú Gómez Medina,Rayos de Necaxa,p3_token_same_team,Liga MX
466094,Emiliano Capetillo,Pumas UNAM,1001151,Emiliano Villaseñor Capetillo,Club Universidad Nacional,p3_token_same_team,Liga MX
469978,Joban Cera,Tijuana,1002987,Joban González Cera,Xoloitcuintles Club Tijuana,p3_token_same_team,Liga MX
181902,Mauro Zaleta,Mazatlán,100328,Mauro Aldair Zaleta Oropeza,Mazatlán FC,p3_token_same_team,Liga MX
415244,Joaquín Moxica,Monterrey,1005620,Joaquín Alejandro Moxica Chapa,Club de Fútbol Monterrey,p3_token_same_team,Liga MX
482765,J.Cibrián,Puebla,1018042,Jafet Alejandro Cortés Cibrián,Club de Fútbol Puebla de la Franja,p3_token_same_team,Liga MX
482766,L.Pérez,Atlas,1018043,Luis Blanco  Elie Pérez,Club de Fútbol Atlas,p3_token_same_team,Liga MX
482815,I.Cataño,Mazatlán,1018105,Ivan Mauricio González Cataño,Mazatlán FC,p3_token_same_team,Liga MX
482807,M.Torres Berlanga,Pumas UNAM,1018109,Misael Gerardo Torres Berlanga,Club Universidad Nacional,p3_token_same_team,Liga MX
483950,J.Arroyo Godínez,Toluca,1020069,Jose Miguel Arroyo Godínez,Deportivo Toluca Fútbol Club,p3_token_same_team,Liga MX
486357,José Chávez,Toluca,1022899,José Abraham Estrada Chávez,Deportivo Toluca Fútbol Club,p3_token_same_team,Liga MX
523985,Stanley García,Pumas UNAM,1028052,Stanley García Arriola,Club Universidad Nacional,p3_token_same_team,Liga MX
525749,Emmanuel Sánchez,Cruz Azul,1028950,Emmanuel Sanchez Miranda,Cruz Azul Fútbol Club,p3_token_same_team,Liga MX
494370,Cristian Inda,Guadalajara,1029221,Cristian Samir Inda Becerra,Club Deportivo Guadalajara,p3_token_same_team,Liga MX
529163,Álvaro De La Rosa,Puebla,1031851,Alvaro Alejandro De La Rosa Burgos,Club de Fútbol Puebla de la Franja,p3_token_same_team,Liga MX
532069,Fernando Moreno,León,1034600,Fernando Alexis Hernández Moreno,Club Social y Deportivo León,p3_token_same_team,Liga MX
532063,Raúl Patrón,Atlético San Luis,1034601,Raúl Alfonso Patrón Vázquez,Atlético de San Luis,p3_token_same_team,Liga MX
183755,Abraham Villegas,León,103490,Abraham Villegas Maciel,Club Social y Deportivo León,p3_token_same_team,Liga MX
37878,Diego Medina,Santos Laguna,103494,Diego Javier Medina Vázquez,Club Santos Laguna,p3_token_same_team,Liga MX
29078,José Luis Caicedo,Pumas UNAM,107221,José Luis Caicedo Barrera,Club Universidad Nacional,p3_token_same_team,Liga MX
5214,William Carvalho,Pachuca,10857,William Silva de Carvalho,Club de Fútbol Pachuca,p3_token_same_team,Liga MX
7578,Anthony Lozano,Santos Laguna,11652,Anthony Rubén Lozano Choco,Club Santos Laguna,p3_token_same_team,Liga MX
5637,Édgar Yoel Bárcenas,Mazatlán,11705,Edgar Yoel Bárcenas Herrera,Mazatlán FC,p3_token_same_team,Liga MX
5576,Jesús Gallardo,Toluca,11901,Jesús Daniel Gallardo Vasconcelos,Deportivo Toluca Fútbol Club,p3_token_same_team,Liga MX
5564,Carlos Salcedo,Monterrey,11902,Carlos Joel Salcedo Hernández,Club de Fútbol Monterrey,p3_token_same_team,Liga MX
5644,Ismael Díaz,León,12030,Ismael Díaz De León,Club Social y Deportivo León,p3_token_same_team,Liga MX
5628,José Rodríguez,Juárez,12070,José Luis Rodríguez Francis,FC Juárez,p3_token_same_team,Liga MX
15872,Erick Gutiérrez,Guadalajara,12075,Érick Gabriel Gutiérrez Galaviz,Club Deportivo Guadalajara,p3_token_same_team,Liga MX
3666,Kenedy,Pachuca,12141,Robert Kenedy Nunes do Nascimento,Club de Fútbol Pachuca,p3_token_same_team,Liga MX
226626,Iker Moreno,Puebla,140242,Iker Moreno Diez De Bonilla,Club de Fútbol Puebla de la Franja,p3_token_same_team,Liga MX
15880,Emiliano Rigoni,León,14075,Emiliano Ariel Rigoni,Club Social y Deportivo León,p3_token_same_team,Liga MX
228470,Everardo López,Toluca,142175,Everardo López Del Villar,Deportivo Toluca Fútbol Club,p3_token_same_team,Liga MX
15452,Uriel Antuna,Tigres UANL,14263,Carlos Uriel Antuna Romero,Club de Fútbol Tigres de la UNAL,p3_token_same_team,Liga MX
24124,Omar Govea,Guadalajara,14625,Omar Nicolás Govea García,Club Deportivo Guadalajara,p3_token_same_team,Liga MX
27567,Mateo García,Atlas,15199,Mateo Ezequiel García,Club de Fútbol Atlas,p3_token_same_team,Liga MX
20989,Óscar Estupiñán,Juárez,16053,Oscar Eduardo Estupiñán Vallesilla,FC Juárez,p3_token_same_team,Liga MX
10570,Antonio Briseño,Toluca,16228,Antonio Briseño Vázquez,Deportivo Toluca Fútbol Club,p3_token_same_team,Liga MX
12583,Carlos Gruezo,Santos Laguna,1635,Carlos Armando Gruezo Arboleda,Club Santos Laguna,p3_token_same_team,Liga MX
30461,José González,Atlético San Luis,171230,José de Jesús González Muñoz,Atlético de San Luis,p3_token_same_team,Liga MX
37877,Ricardo Monreal,Necaxa,173101,Ricardo Saúl Monreal Morales,Rayos de Necaxa,p3_token_same_team,Liga MX
386196,Víctor Arteaga,Toluca,175660,Víctor Manuel Arteaga Camarena,Deportivo Toluca Fútbol Club,p3_token_same_team,Liga MX
458452,Oswaldo Ureña,Toluca,175664,Oswaldo Michel Virgen Ureña,Deportivo Toluca Fútbol Club,p3_token_same_team,Liga MX
26348,Lucas Cavallini,Puebla,17900,Lucas Daniel Cavallini,Club de Fútbol Puebla de la Franja,p3_token_same_team,Liga MX
114167,Waldo Madrid,Querétaro,180024,Waldo Emilio Madrid Quezada,Querétaro Fútbol Club,p3_token_same_team,Liga MX
28517,Víctor Guzmán,Pachuca,18021,Víctor Alfonso Guzmán Guzmán,Club de Fútbol Pachuca,p3_token_same_team,Liga MX
28423,Jesús Angulo,Tigres UANL,18022,Jesús Alberto Angulo Uriarte,Club de Fútbol Tigres de la UNAL,p3_token_same_team,Liga MX
28562,Luis Rodríguez,Pachuca,18023,Luis Alfonso Rodríguez Alanís,Club de Fútbol Pachuca,p3_token_same_team,Liga MX
26400,Henry Martín,América,18024,Henry Josué Martín Mex,Club América,p3_token_same_team,Liga MX
27898,Isaac Brizuela,Guadalajara,18025,Isaác Brizuela Muñoz,Club Deportivo Guadalajara,p3_token_same_team,Liga MX
26311,Ángel Zaldívar,Juárez,18027,Ángel Zaldívar Caviedes,FC Juárez,p3_token_same_team,Liga MX
26289,Javier Güemez,Santos Laguna,18028,Javier Güemez López,Club Santos Laguna,p3_token_same_team,Liga MX
28208,Jonathan González,Juárez,18029,Jonathan Alexander González Mendoza,FC Juárez,p3_token_same_team,Liga MX
28510,Érick Aguirre,Monterrey,18030,Erick Germain Aguirre Tafolla,Club de Fútbol Monterrey,p3_token_same_team,Liga MX
26375,Roberto Alvarado,Guadalajara,18033,Roberto Carlos Alvarado Hernández,Club Deportivo Guadalajara,p3_token_same_team,Liga MX
27896,Gerardo Arteaga,Monterrey,18034,Gerardo Daniel Arteaga Zamora,Club de Fútbol Monterrey,p3_token_same_team,Liga MX
23428,Cristian Borja,América,18224,Cristian Alexis Borja González,Club América,p3_token_same_team,Liga MX
31044,Jefferson Intriago,Mazatlán,18264,Jefferson Alfredo Intriago Mendoza,Mazatlán FC,p3_token_same_team,Liga MX
30944,Víctor Dávila,América,18289,Víctor Alejandro Dávila Zavala,Club América,p3_token_same_team,Liga MX
25502,Bruno Méndez,Toluca,20198,Bruno Méndez Cittadini,Deportivo Toluca Fútbol Club,p3_token_same_team,Liga MX
22915,Diego Lainez,Tigres UANL,22092,Diego Lainez Leyva,Club de Fútbol Tigres de la UNAL,p3_token_same_team,Liga MX
27900,Carlos Orrantía,Atlas,23230,Carlos Emilio Orrantía Treviño,Club de Fútbol Atlas,p3_token_same_team,Liga MX
28551,Eduardo Pérez,Querétaro,23246,Eduardo Pérez Reyes,Querétaro Fútbol Club,p3_token_same_team,Liga MX
28766,Luis Reyes,Monterrey,23247,Luis Ricardo Reyes Moreno,Club de Fútbol Monterrey,p3_token_same_team,Liga MX
26332,Luis Quiñones,Pachuca,23271,Luis Enrique Quiñónes,Club de Fútbol Pachuca,p3_token_same_team,Liga MX
27901,Alan Pulido,Guadalajara,23282,Alan Pulido Izaguirre,Club Deportivo Guadalajara,p3_token_same_team,Liga MX
27905,Javier López,Pachuca,23283,Javier Eduardo López Ramírez,Club de Fútbol Pachuca,p3_token_same_team,Liga MX
26273,Rodolfo Pizarro,Juárez,23284,Rodolfo Gilbert Pizarro Thomas,FC Juárez,p3_token_same_team,Liga MX
26345,Stefan Medina,Monterrey,23300,John Stefan Medina Ramírez,Club de Fútbol Monterrey,p3_token_same_team,Liga MX
29266,Dieter Villalpando,Juárez,23309,Dieter Daniel Villalpando Pérez,FC Juárez,p3_token_same_team,Liga MX
26406,Jorge Sánchez,Cruz Azul,23347,Jorge Eduardo Sánchez Ramos,Cruz Azul Fútbol Club,p3_token_same_team,Liga MX
27897,Ulises Rivas,Pumas UNAM,23349,Ulises Rivas Gilio,Club Universidad Nacional,p3_token_same_team,Liga MX
32730,Osvaldo Rodríguez,Tigres UANL,23390,Osvaldo Rodríguez del Portal,Club de Fútbol Tigres de la UNAL,p3_token_same_team,Liga MX
31462,José Rodríguez,León,23403,José Iván Rodríguez Rebollar,Club Social y Deportivo León,p3_token_same_team,Liga MX
